1938056729
Resize
1683209337386 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 191.0, y: 200.0, coordinate hash:1938056729
1683209362831 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067 has collided with class dk.sdu.group.one.player.Player, x: 146.0, y: 209.0, coordinate hash:1938056729
1683209362839 class dk.sdu.group.one.player.Player, x: 146.0, y: 207.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067
1683209362839 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067 has collided with class dk.sdu.group.one.player.Player, x: 146.0, y: 207.0, coordinate hash:1938056729
1683209362843 class dk.sdu.group.one.player.Player, x: 146.0, y: 205.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067
1683209362843 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067 has collided with class dk.sdu.group.one.player.Player, x: 146.0, y: 205.0, coordinate hash:1938056729
1683209362856 class dk.sdu.group.one.player.Player, x: 146.0, y: 203.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067
1683209362856 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067 has collided with class dk.sdu.group.one.player.Player, x: 146.0, y: 203.0, coordinate hash:1938056729
1683209362864 class dk.sdu.group.one.player.Player, x: 146.0, y: 201.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067
1683209362864 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067 has collided with class dk.sdu.group.one.player.Player, x: 146.0, y: 201.0, coordinate hash:1938056729
1683209362868 class dk.sdu.group.one.player.Player, x: 146.0, y: 199.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067
1683209362868 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067 has collided with class dk.sdu.group.one.player.Player, x: 146.0, y: 199.0, coordinate hash:1938056729
1683209362881 class dk.sdu.group.one.player.Player, x: 146.0, y: 197.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067
1683209362881 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067 has collided with class dk.sdu.group.one.player.Player, x: 146.0, y: 197.0, coordinate hash:1938056729
1683209362889 class dk.sdu.group.one.player.Player, x: 146.0, y: 195.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067
1683209362889 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067 has collided with class dk.sdu.group.one.player.Player, x: 146.0, y: 195.0, coordinate hash:1938056729
1683209362891 class dk.sdu.group.one.player.Player, x: 146.0, y: 193.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067
1683209362891 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 144.0, y: 208.0, coordinate hash:1630521067 has collided with class dk.sdu.group.one.player.Player, x: 146.0, y: 193.0, coordinate hash:1938056729
1683209363318 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 179.0, y: 177.0, coordinate hash:1938056729
1683209363318 class dk.sdu.group.one.player.Player, x: 179.0, y: 177.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363330 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 181.0, y: 179.0, coordinate hash:1938056729
1683209363331 class dk.sdu.group.one.player.Player, x: 181.0, y: 179.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363338 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 183.0, y: 181.0, coordinate hash:1938056729
1683209363339 class dk.sdu.group.one.player.Player, x: 183.0, y: 181.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363342 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 185.0, y: 183.0, coordinate hash:1938056729
1683209363343 class dk.sdu.group.one.player.Player, x: 185.0, y: 183.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363356 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 187.0, y: 185.0, coordinate hash:1938056729
1683209363356 class dk.sdu.group.one.player.Player, x: 187.0, y: 185.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363363 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 189.0, y: 187.0, coordinate hash:1938056729
1683209363364 class dk.sdu.group.one.player.Player, x: 189.0, y: 187.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363368 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 191.0, y: 189.0, coordinate hash:1938056729
1683209363368 class dk.sdu.group.one.player.Player, x: 191.0, y: 189.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363442 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 191.0, y: 196.0, coordinate hash:1938056729
1683209363443 class dk.sdu.group.one.player.Player, x: 191.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363456 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 189.0, y: 196.0, coordinate hash:1938056729
1683209363456 class dk.sdu.group.one.player.Player, x: 189.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363464 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 187.0, y: 196.0, coordinate hash:1938056729
1683209363464 class dk.sdu.group.one.player.Player, x: 187.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363467 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 185.0, y: 196.0, coordinate hash:1938056729
1683209363468 class dk.sdu.group.one.player.Player, x: 185.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363481 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 183.0, y: 196.0, coordinate hash:1938056729
1683209363481 class dk.sdu.group.one.player.Player, x: 183.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363488 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 181.0, y: 196.0, coordinate hash:1938056729
1683209363488 class dk.sdu.group.one.player.Player, x: 181.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363491 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 179.0, y: 196.0, coordinate hash:1938056729
1683209363491 class dk.sdu.group.one.player.Player, x: 179.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363505 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 177.0, y: 196.0, coordinate hash:1938056729
1683209363505 class dk.sdu.group.one.player.Player, x: 177.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363514 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 175.0, y: 196.0, coordinate hash:1938056729
1683209363514 class dk.sdu.group.one.player.Player, x: 175.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363517 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 173.0, y: 196.0, coordinate hash:1938056729
1683209363518 class dk.sdu.group.one.player.Player, x: 173.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363531 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 171.0, y: 196.0, coordinate hash:1938056729
1683209363531 class dk.sdu.group.one.player.Player, x: 171.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363538 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 169.0, y: 196.0, coordinate hash:1938056729
1683209363539 class dk.sdu.group.one.player.Player, x: 169.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363543 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 167.0, y: 196.0, coordinate hash:1938056729
1683209363543 class dk.sdu.group.one.player.Player, x: 167.0, y: 196.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363556 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 165.0, y: 195.0, coordinate hash:1938056729
1683209363557 class dk.sdu.group.one.player.Player, x: 165.0, y: 195.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363563 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 163.0, y: 193.0, coordinate hash:1938056729
1683209363564 class dk.sdu.group.one.player.Player, x: 163.0, y: 193.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363567 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 161.0, y: 191.0, coordinate hash:1938056729
1683209363568 class dk.sdu.group.one.player.Player, x: 161.0, y: 191.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274
1683209363738 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 143.0, y: 151.0, coordinate hash:1938056729
1683209363739 class dk.sdu.group.one.player.Player, x: 143.0, y: 151.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363743 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 141.0, y: 149.0, coordinate hash:1938056729
1683209363743 class dk.sdu.group.one.player.Player, x: 141.0, y: 149.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363755 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 139.0, y: 147.0, coordinate hash:1938056729
1683209363756 class dk.sdu.group.one.player.Player, x: 139.0, y: 147.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363763 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 137.0, y: 145.0, coordinate hash:1938056729
1683209363764 class dk.sdu.group.one.player.Player, x: 137.0, y: 145.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363767 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 135.0, y: 143.0, coordinate hash:1938056729
1683209363768 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 135.0, y: 143.0, coordinate hash:1938056729
1683209363768 class dk.sdu.group.one.player.Player, x: 135.0, y: 143.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363768 class dk.sdu.group.one.player.Player, x: 135.0, y: 143.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363781 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 133.0, y: 141.0, coordinate hash:1938056729
1683209363781 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 133.0, y: 141.0, coordinate hash:1938056729
1683209363781 class dk.sdu.group.one.player.Player, x: 133.0, y: 141.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363781 class dk.sdu.group.one.player.Player, x: 133.0, y: 141.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363788 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 131.0, y: 139.0, coordinate hash:1938056729
1683209363788 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 131.0, y: 139.0, coordinate hash:1938056729
1683209363788 class dk.sdu.group.one.player.Player, x: 131.0, y: 139.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363788 class dk.sdu.group.one.player.Player, x: 131.0, y: 139.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363792 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 129.0, y: 137.0, coordinate hash:1938056729
1683209363792 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 129.0, y: 137.0, coordinate hash:1938056729
1683209363792 class dk.sdu.group.one.player.Player, x: 129.0, y: 137.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363792 class dk.sdu.group.one.player.Player, x: 129.0, y: 137.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363806 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 128.0, y: 135.0, coordinate hash:1938056729
1683209363806 class dk.sdu.group.one.player.Player, x: 128.0, y: 135.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363814 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 128.0, y: 133.0, coordinate hash:1938056729
1683209363815 class dk.sdu.group.one.player.Player, x: 128.0, y: 133.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363817 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 128.0, y: 132.0, coordinate hash:1938056729
1683209363818 class dk.sdu.group.one.player.Player, x: 128.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363830 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 128.0, y: 132.0, coordinate hash:1938056729
1683209363831 class dk.sdu.group.one.player.Player, x: 128.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363839 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 128.0, y: 132.0, coordinate hash:1938056729
1683209363839 class dk.sdu.group.one.player.Player, x: 128.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363842 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 128.0, y: 132.0, coordinate hash:1938056729
1683209363843 class dk.sdu.group.one.player.Player, x: 128.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363856 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 129.0, y: 132.0, coordinate hash:1938056729
1683209363856 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 129.0, y: 132.0, coordinate hash:1938056729
1683209363856 class dk.sdu.group.one.player.Player, x: 129.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363856 class dk.sdu.group.one.player.Player, x: 129.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363864 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 131.0, y: 132.0, coordinate hash:1938056729
1683209363864 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 131.0, y: 132.0, coordinate hash:1938056729
1683209363864 class dk.sdu.group.one.player.Player, x: 131.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363864 class dk.sdu.group.one.player.Player, x: 131.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363867 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 133.0, y: 132.0, coordinate hash:1938056729
1683209363867 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 133.0, y: 132.0, coordinate hash:1938056729
1683209363867 class dk.sdu.group.one.player.Player, x: 133.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363867 class dk.sdu.group.one.player.Player, x: 133.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363881 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 135.0, y: 132.0, coordinate hash:1938056729
1683209363881 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 135.0, y: 132.0, coordinate hash:1938056729
1683209363881 class dk.sdu.group.one.player.Player, x: 135.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363881 class dk.sdu.group.one.player.Player, x: 135.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363888 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 137.0, y: 132.0, coordinate hash:1938056729
1683209363888 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 137.0, y: 132.0, coordinate hash:1938056729
1683209363889 class dk.sdu.group.one.player.Player, x: 137.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363889 class dk.sdu.group.one.player.Player, x: 137.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363893 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 139.0, y: 132.0, coordinate hash:1938056729
1683209363893 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 139.0, y: 132.0, coordinate hash:1938056729
1683209363893 class dk.sdu.group.one.player.Player, x: 139.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363893 class dk.sdu.group.one.player.Player, x: 139.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363905 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 141.0, y: 132.0, coordinate hash:1938056729
1683209363905 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 141.0, y: 132.0, coordinate hash:1938056729
1683209363905 class dk.sdu.group.one.player.Player, x: 141.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363905 class dk.sdu.group.one.player.Player, x: 141.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363914 class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895 has collided with class dk.sdu.group.one.player.Player, x: 143.0, y: 132.0, coordinate hash:1938056729
1683209363914 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 143.0, y: 132.0, coordinate hash:1938056729
1683209363914 class dk.sdu.group.one.player.Player, x: 143.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 128.0, y: 144.0, coordinate hash:1773206895
1683209363914 class dk.sdu.group.one.player.Player, x: 143.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363918 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 145.0, y: 132.0, coordinate hash:1938056729
1683209363918 class dk.sdu.group.one.player.Player, x: 145.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363930 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 147.0, y: 132.0, coordinate hash:1938056729
1683209363930 class dk.sdu.group.one.player.Player, x: 147.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363939 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 149.0, y: 132.0, coordinate hash:1938056729
1683209363939 class dk.sdu.group.one.player.Player, x: 149.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363942 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 151.0, y: 132.0, coordinate hash:1938056729
1683209363943 class dk.sdu.group.one.player.Player, x: 151.0, y: 132.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597
1683209363955 class dk.sdu.group.one.rock.Rock, x: 144.0, y: 128.0, coordinate hash:2012846597 has collided with class dk.sdu.group.one.player.Player, x: 153.0, y: 132.0, coordinate hash:1938056729
